Document ID,Document Title,Family ID,Family Title,Family Summary,Collection Title(s),Collection Description(s),Document Variant,Document Content URL,Language,Source,Geography ISOs,Geographies,First event in timeline,Last event in timeline,Full timeline of events (types),Full timeline of events (dates),Date Added to System,Last Modified on System,Internal Document ID,Internal Family ID,Internal Corpus ID,Internal Collection ID(s),Framework,Topic/Response,Hazard,Sector,Keyword,Instrument,Author,Author Type,Document URL,Family URL,Document Role,Document Type,Category
law-on-the-establishment-of-infrastructure-for-alternative-fuels_166d,Law on the establishment of infrastructure for alternative fuels,law-on-the-establishment-of-infrastructure-for-alternative-fuels_552b,Law on the establishment of infrastructure for alternative fuels,Aims include decarbonisation and improving the environmental efficiency of the transport sector.,,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2tIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7ac19ce69e633623a09e2b9dfc1594b53d00dfa4/f,Croatian,CCLW,HRV,Croatia,2016-12-09 00:00:00+00:00,2016-12-09,Passed/Approved,2016-12-09,2023-11-30,2024-10-29,CCLW.legislative.4800.1870,CCLW.family.4800.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Transport,Energy Supply;Transport,"Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/law-on-the-establishment-of-infrastructure-for-alternative-fuels_166d,https://climate-laws.org/document/law-on-the-establishment-of-infrastructure-for-alternative-fuels_552b,Main,Law,Legislative
decree-of-18-december-2008_655d,Decree of 18 December 2008,finance-law-2008_fb81,Finance Law 2008,"<p>The 2008 Finance Law includes new measures relating to the production of electricity from renewable energy sources. In particular, it allows small renewable plants (&lt;1 MW and &lt; 200 kW for wind plants) commissioned after 1 January 2008 to choose between green certificates and a feed-in tariff mechanism (called 'all inclusive tariff') for an incentive period of 15 years. Both green certificates and all-inclusive tariffs are differentiated by renewable energy source. Implementation details are provided in Decree of 18 December 2008</p>
",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFlKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--140826a8bd90bbb4a57dd167c045ef598e1665ae/f,Italian,CCLW,ITA,Italy,2007-12-24 00:00:00+00:00,2007-12-24,Passed/Approved,2007-12-24,2023-11-30,2024-10-29,CCLW.legislative.1391.2490,CCLW.family.1391.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Transport;Energy,Carbon Pricing;Energy Supply,"Tax incentives|Economic;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/decree-of-18-december-2008_655d,https://climate-laws.org/document/finance-law-2008_fb81,Supporting Legislation,Decree,Legislative
finance-law-2008_0318,Finance Law 2008,finance-law-2008_fb81,Finance Law 2008,"<p>The 2008 Finance Law includes new measures relating to the production of electricity from renewable energy sources. In particular, it allows small renewable plants (&lt;1 MW and &lt; 200 kW for wind plants) commissioned after 1 January 2008 to choose between green certificates and a feed-in tariff mechanism (called 'all inclusive tariff') for an incentive period of 15 years. Both green certificates and all-inclusive tariffs are differentiated by renewable energy source. Implementation details are provided in Decree of 18 December 2008</p>
",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFFKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a5b7f702337546914460ef1ee5a1a1f8c6a35b20/f,Italian,CCLW,ITA,Italy,2007-12-24 00:00:00+00:00,2007-12-24,Passed/Approved,2007-12-24,2023-11-30,2024-10-29,CCLW.legislative.1391.2488,CCLW.family.1391.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Transport;Energy,Carbon Pricing;Energy Supply,"Tax incentives|Economic;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/finance-law-2008_0318,https://climate-laws.org/document/finance-law-2008_fb81,Main,Law,Legislative
cleaner-vehicle-purchase-incentives-decree-law-no-5-of-2009_27cc,Cleaner vehicle purchase incentives (Decree Law No. 5 of 2009),cleaner-vehicle-purchase-incentives-decree-law-no-5-of-2009_0c1e,Cleaner vehicle purchase incentives (Decree Law No. 5 of 2009),"<p>In February 2009, as part of measures aimed at supporting industrial sectors in crisis, the Council of Ministers launched a temporary incentive scheme for consumers to replace their old vehicles with new ones meeting certain environmental criteria.<br><br><br>Energy - demand-side policies: the scheme applies to cars, light commercial vehicles, as well as motorcycles and scooters. The incentives are provided in the form of a discount obtained by consumers directly from the dealers, who in turn receive this as a tax credit.<br><br><br>A bonus of EUR1,500 (USD1,882) is provided when a car more than nine years old and meeting Euro 0, 1 or 2 standards is exchanged for a new vehicle meeting Euro 4 or 5 standards and that emits a maximum of 130g CO2/km for diesel cars or 140g CO2/km for others. The exchanged vehicle must have been registered by December 1999.<br><br><br>This can be combined with a purchase incentive of EUR 1,500 should the new vehicle run on electricity, hydrogen or methane. Similar bonuses are provided for lightweight commercial vehicles, motorcycles and scooters.</p>
",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWNIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--25717fa18a592d56a4663fe61679f10776fe6bbd/f,Italian,CCLW,ITA,Italy,2009-02-10 00:00:00+00:00,2009-02-10,Passed/Approved,2009-02-10,2023-11-30,2024-10-29,CCLW.legislative.1389.1901,CCLW.family.1389.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Buildings;Industry;Transport,Transport,"Subsidies|Economic;Tax incentives|Economic;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/cleaner-vehicle-purchase-incentives-decree-law-no-5-of-2009_27cc,https://climate-laws.org/document/cleaner-vehicle-purchase-incentives-decree-law-no-5-of-2009_0c1e,Main,Decree Law,Legislative
2010-and-2019-finance-laws-on-energy-efficient-buildings-and-biofuel-standards-and-on-incentives-for-biogas_ac1d,2010 and 2019 Finance Laws on Energy efficient buildings and biofuel standards and on incentives for biogas,2010-and-2019-finance-laws-on-energy-efficient-buildings-and-biofuel-standards-and-on-incentives-for-biogas_7ca9,2010 and 2019 Finance Laws on Energy efficient buildings and biofuel standards and on incentives for biogas,"<p>The Finance law 2010 provides incentives for energy efficient buildings and the use of biofuel. Fossil fuels are subject to specific excise duties on the basis of weight or volume units. Biofuels are incentivised through a reduction of this excise duty. In particular, the Budget Law 2010 defines a maximum of 18,000 tonnes of biofuels that can benefit from this reduction. Italian legislation also stipulates that fossil fuel producers should annually supply a minimum quota of biofuels based on the total amount of fuel supplied during the previous year.<br><br>Article 1 of <a href=""https://www.gazzettaufficiale.it/eli/id/2018/12/31/18G00172/sg"" target=""_self"">Law No. 145/2018</a> continued tax rebates on energy-efficient buildings renovations until the end of 2019, and strengthened the financial support for biogas plants generating electricity under 300 kW.</p>
",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcHdKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d1f213e32e908e120cc3f2da88deb009b57af958/f,Italian,CCLW,ITA,Italy,2010-10-23 00:00:00+00:00,2018-12-31,Passed/Approved;Amended,2010-10-23;2018-12-31,2023-11-30,2024-10-29,CCLW.legislative.1387.2496,CCLW.family.1387.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Buildings;Energy,Carbon Pricing;Energy Supply;Energy Demand,"Tax incentives|Economic;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/2010-and-2019-finance-laws-on-energy-efficient-buildings-and-biofuel-standards-and-on-incentives-for-biogas_ac1d,https://climate-laws.org/document/2010-and-2019-finance-laws-on-energy-efficient-buildings-and-biofuel-standards-and-on-incentives-for-biogas_7ca9,Main,Law,Legislative
law-decree-no-145-20131-the-destinazione-italia-decree_b560,Law Decree no. 145/20131 (the 'Destinazione Italia Decree'),law-decree-no-145-20131-the-destinazione-italia-decree_68c7,Law Decree no. 145/20131 (the 'Destinazione Italia Decree'),"<p>This Decree introduces an optional incentive system for existing plants and new rules for plants benefiting from incentives based on electricity rates.<br> <br> Among others, the Decree presents a new optional incentive scheme to certain renewable electricity producers. Producers owning power plants that have already obtained green certificates and/or all-inclusive tariffs, may do one of the following:<br>1) Continue to benefit from their existing incentive scheme over the remaining original period. If so, for 10 years after the end of the original incentive period, any new initiative on the same site will not benefit from further incentives, including dedicated withdrawal and net-metering<br>2) Restructure their existing incentive scheme. In this case, the existing incentive is reduced by a percentage which differs according to the type of plant, while the incentive period is extended by 7 years.<br> This rule does not apply to power plants which benefit from:<br>3) CIP 6 incentives scheme ;<br>4) Incentives available under the FER Decree, with the exception of those covered by the interim regime.<br> <br> Additional measures include:<br>1) Reinforcing the Ecobonus: Tax incentives for the energy efficiency of buildings have been extended, and the deduction has been raised to 65%. The 50% deduction for building refurbishment has been extended, widening its sphere of application to several types of furnishings and home appliances<br>2) Enhancing the 'White Certificate' (or Energy Saving Certificates - ESC) mechanism, prevalently applied to the industrial and service sectors, and promoting infrastructure energy saving in sectors that have been neglected up to now (ITC, water distribution network, transports).</p>
",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUFKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5c240864a183681c5ead0e3f1969eda0e9e928b4/f,Italian,CCLW,ITA,Italy,2013-12-23 00:00:00+00:00,2013-12-23,Passed/Approved,2013-12-23,2023-11-30,2024-10-29,CCLW.legislative.1383.2500,CCLW.family.1383.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Buildings;Energy;Industry;Transport;Water,Carbon Pricing;Energy Supply;Energy Demand,"Tax incentives|Economic;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/law-decree-no-145-20131-the-destinazione-italia-decree_b560,https://climate-laws.org/document/law-decree-no-145-20131-the-destinazione-italia-decree_68c7,Main,Law,Legislative
electricity-regulation-act-number-23-of-1999_ed9d,"Electricity Regulation Act, Number 23 of 1999",electricity-regulation-act-number-23-of-1999_7f9c,"Electricity Regulation Act, Number 23 of 1999","The Electricity Regulation Act established the Commission for Energy Regulation (CER). It gives the Commission the power to grant licences to generate and supply electricity, the power to grant authorisations for the construction of generating stations; and provides for the access to the transmission or distribution system by licence holders, holders of authorisations and eligible customers.<br />
The functions and duties of the CER have been altered and expanded significantly by legislation transposing EU directives into Irish law and the introduction of new primary legislation, including the Energy (Miscellaneous Provisions) Act 2006, Electricity Regulation (Amendment) (Single Electricity Market) Act 2007 and the Petroleum (Exploration and Extraction) Safety Act 2010.<br />
These pieces of legislation have given the CER powers in relation to the all-island Single Electricity Market (SEM) and they have also given the organisation safety-related responsibilities in the energy sector.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTRKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8edd3c889c8fab05fb3bcb65ffff73a80bec0bd5/f,English,CCLW,IRL,Ireland,1999-07-11 00:00:00+00:00,1999-07-11,Passed/Approved,1999-07-11,2023-11-30,2024-10-29,CCLW.legislative.1370.2514,CCLW.family.1370.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy,Institutions / Administrative Arrangements;Energy Supply;Energy Demand,"Institutional mandates|Governance;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/electricity-regulation-act-number-23-of-1999_ed9d,https://climate-laws.org/document/electricity-regulation-act-number-23-of-1999_7f9c,Main,Law,Legislative
motor-vehicles-duties-and-licences-act-2001_066a,Motor Vehicles (Duties and Licences) Act 2001,motor-vehicle-duties-and-licences-act-no-22-2001-and-no-9-2013_3f74,"Motor Vehicle (Duties and Licences) Act, no 22/2001 and no 9/2013","<p>The Act amended and extended the Finance (Exercise Duties) (Vehicles) Act 1952, the Road Traffic Act 1961 and the Finance (No.2) Act 1992, in order to implement duties and licences leviable or issuable. The vehicles were classified in to groups (and classified within according to capacities) and different rates of duty applied accordingly:</p>
<ul>
<li>Vehicles not exceeding 500 kg in weight:</li>
<ul>
<li>&nbsp;Bicycles or tricycles of which the cylinder capacity of the engine below 75 cubic centimetres, between 75 and 200 cubic centimetres and above 200 cubic centimetres</li>
<li>&nbsp;Bicycles or tricycles which are electrically propelled</li>
<li>&nbsp;Vehicles with three or more wheels neither constructed nor adapted for use no used for the carriage of a driver or passenger</li>
</ul>
<li>Vehicles commonly known as dumpers not exceeding / exceeding 3 metres cubed in capacity</li>
<li>Vehicles commonly known as off-road dumpers exceeding 3 metres cubed in capacity</li>
<li>Any vehicles constructed or adapted for use and used only for conveyanceof a machine, workshop, contrivance or implement, including any vehicle commonly known as a recovery vehicle.</li>
<li>Vehicles commonly known as forklift trucks</li>
<li>Vehicles constructed or adopted for the carriage of different numbers of passengers</li>
<li>Large public service vehicles that have different seating capacity</li>
<li>Large public service vehicles that are used only for carriage of children, teachers, and transport of school-related activities</li>
<li>Vehicles designed, constructed and used for the purpose of trench digging or shovelling work</li>
<li>Tractors of difference size and use</li>
<li>Motor caravans of different use</li>
<li>Any other vehicles used for public use, lawfully used on roads with a taximeter or with no other purpose with different engine capacity</li>
</ul>
<p>&nbsp;The amendment in 2008 rebalanced the rate of duty subject for motor tax and added a new category of vehicles that are subject for duty according to the amount of CO2 emission as of 1 January 2008. Vehicles registered outside of Ireland on or after 1 January 2008 and which subsequently is registered in Ireland after the date are category A vehicles, which are subject to duty according to below CO2 emission levels<br> In the 2013 Budget, 4 new bands below 140 g/km, as well as a zero band for electric vehicles, were introduced to facilitate the continued incentivising of low emissions vehicles. These bands/rates are as follows</p>
<ul>
<li>0 g/km (EUR 120, USD 151)</li>
<li>1 - 80 g/km (EUR 170, USD 213)</li>
<li>Over 80- 100 g/km (EUR 180, USD 226)</li>
<li>Over 100- 110 g/km (EUR 190, USD 238)</li>
<li>Over 110 - 120 g/km (EUR 200, USD 251)</li>
<li>Over 120 - 1300g/km (EUR 270, USD 339)</li>
<li>Over 130 -140g/km (EUR 280, USD 351)</li>
<li>Over 140 - 155g/km (EUR 390, USD 489)</li>
<li>Over 155 -170g/km (EUR 570, USD 715)</li>
<li>Over 170 - 190g/km (EUR 750, USD 941)</li>
<li>Over 190 - 225g/km (EUR 1,200, USD 1,506)</li>
<li>Above 225 g/km (EUR 2,350, USD 2,949)</li>
</ul>
",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcThKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9485b8d424b12937a352f5e578fe495b2d6677c5/f,English,CCLW,IRL,Ireland,2001-07-03 00:00:00+00:00,2013-03-28,Passed/Approved;Amended,2001-07-03;2013-03-28,2023-11-30,2024-10-29,CCLW.legislative.1369.2515,CCLW.family.1369.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Transport,Energy Demand;Transport,"Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/motor-vehicles-duties-and-licences-act-2001_066a,https://climate-laws.org/document/motor-vehicle-duties-and-licences-act-no-22-2001-and-no-9-2013_3f74,Previous Version,Act,Legislative
energy-miscellaneous-provisions-act-2012-number-3-of-2012_9fc4,"Energy (Miscellaneous Provisions) Act 2012, Number 3 of 2012",energy-miscellaneous-provisions-act-2012-number-3-of-2012_1919,"Energy (Miscellaneous Provisions) Act 2012, Number 3 of 2012","The Act contains a host of provisions relating to the Energy Act, including the creation of an Energy Efficiency Fund and a mechanism by which enforceable requirements may be placed on energy providers.<br />
The Fund aims to support and improve energy efficiency improvement programmes, promote the development of a market for energy efficiency improvement measures, energy audits and other financial instruments for energy savings. It may also help alleviate energy poverty. The Fund may issue grants, loans and other financial guarantees or supports.<br />
The chapter also establishes Energy Efficiency Notices which the Minister may use to create binding obligations on energy providers to ensure their pricing is competitive, they promote energy efficiency improvement measures and contribute to the Fund. Where conditions in a Notice are not met, the Minister may order remedial action on the part of the supplier. In the case of persistent neglect of a Notice's orders, the Minister may appeal to the High Court for an order directing the energy supplier to comply.<br />
Energy suppliers may circumvent receiving a Notice order by establishing Voluntary Agreements, which detail how the energy supplier will meet the requirements that may be ordered in a Notice, for example, outlining energy saving objectives, energy efficiency improvement measures, monitoring, measuring and reporting procedures and so on. These Agreements are then to be submitted to the Minister for approval. The chapter requires all energy suppliers to promote energy end-use efficiency to customers, emphasising relevant information on the form of energy provided and how it is used.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcllKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a6e5a29bbbe6a75f35f98741c6377053aa1c23f7/f,English,CCLW,IRL,Ireland,2012-04-01 00:00:00+00:00,2012-04-01,Passed/Approved,2012-04-01,2023-11-30,2024-10-29,CCLW.legislative.1363.2522,CCLW.family.1363.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy,Institutions / Administrative Arrangements;Energy Supply;Energy Demand,"Standards, obligations and norms|Regulation;Provision of climate funds|Direct Investment;Processes, plans and strategies|Governance;MRV|Governance",,,https://climate-laws.org/documents/energy-miscellaneous-provisions-act-2012-number-3-of-2012_9fc4,https://climate-laws.org/document/energy-miscellaneous-provisions-act-2012-number-3-of-2012_1919,Main,Law,Legislative
finance-act-2013_b01e,Finance Act 2013,finance-act-1992-as-amended-by-finance-act-no-1-of-2013_76cb,Finance Act 1992 - as amended by Finance Act (No. 1) of 2013,"The Finance (No. 1) Act 2013 amended the Finance Act 1992 to further increase the differential between motor cars with lower CO2 emissions and those with higher CO2 emissions, by means of Vehicle Registration Tax (VRT). The rates and CO2 bands applying to motor cars are as follows:<br>&nbsp;- 0g/km up to and including 80g/km (14% or EUR 280 (USD 351) whichever is greater)<br>&nbsp;- 81g/km to 100g/km (15% or EUR 300 (USD 351) , whichever is greater)<br>&nbsp;- 101g/km to 110g/km (16% or EUR 320 (USD 401) whichever is the greater)<br>&nbsp;- 111g/km to 120g/km (17% or EUR 340 (USD 427) whichever is the greater)<br>&nbsp;- 121g/km to 130g/km (18% or EUR 360 (USD 452) whichever is the greater)<br>&nbsp;- 131g/km to 140g/km (19% or EUR 380 (USD 477) whichever is the greater)<br>&nbsp;- 141g/km to 155g/km (23% or EUR 460 (USD 577) whichever is greater)<br>&nbsp;- 156g/km to 170g/km (27% or EUR 540 (USD 678) whichever is greater)<br>&nbsp;- 171g/km to 190g/km (30% or EUR 600 (USD 753) whichever is greater)<br>&nbsp;- 191g/km to 225g/km (34% or EUR 680 (USD 853) whichever is greater)<br>&nbsp;- More than 225g/km (36% or EUR 720 (USD 904) whichever is greater)<br>&nbsp;The current amendment has been effective since 2013. The legislation providing for VRT relief for electric vehicles, electric motorcycles, plug-in electric vehicles, and hybrid electric vehicles is contained in Section 135C of the Finance Act 1992 (as amendment). The reliefs were due to elapse on 31 December 2014 and were extended in the Finance Act 2014.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcmtKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--585ddf140054ff02b151a2d1926d42f681c63926/f,English,CCLW,IRL,Ireland,2013-01-01 00:00:00+00:00,2013-01-01,Passed/Approved,2013-01-01,2023-11-30,2024-10-29,CCLW.legislative.1361.2525,CCLW.family.1361.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Transport,Energy Demand;Transport,Tax incentives|Economic,,,https://climate-laws.org/documents/finance-act-2013_b01e,https://climate-laws.org/document/finance-act-1992-as-amended-by-finance-act-no-1-of-2013_76cb,Amendment,Act,Legislative
finance-act-1992_fdff,Finance Act 1992,finance-act-1992-as-amended-by-finance-act-no-1-of-2013_76cb,Finance Act 1992 - as amended by Finance Act (No. 1) of 2013,"The Finance (No. 1) Act 2013 amended the Finance Act 1992 to further increase the differential between motor cars with lower CO2 emissions and those with higher CO2 emissions, by means of Vehicle Registration Tax (VRT). The rates and CO2 bands applying to motor cars are as follows:<br>&nbsp;- 0g/km up to and including 80g/km (14% or EUR 280 (USD 351) whichever is greater)<br>&nbsp;- 81g/km to 100g/km (15% or EUR 300 (USD 351) , whichever is greater)<br>&nbsp;- 101g/km to 110g/km (16% or EUR 320 (USD 401) whichever is the greater)<br>&nbsp;- 111g/km to 120g/km (17% or EUR 340 (USD 427) whichever is the greater)<br>&nbsp;- 121g/km to 130g/km (18% or EUR 360 (USD 452) whichever is the greater)<br>&nbsp;- 131g/km to 140g/km (19% or EUR 380 (USD 477) whichever is the greater)<br>&nbsp;- 141g/km to 155g/km (23% or EUR 460 (USD 577) whichever is greater)<br>&nbsp;- 156g/km to 170g/km (27% or EUR 540 (USD 678) whichever is greater)<br>&nbsp;- 171g/km to 190g/km (30% or EUR 600 (USD 753) whichever is greater)<br>&nbsp;- 191g/km to 225g/km (34% or EUR 680 (USD 853) whichever is greater)<br>&nbsp;- More than 225g/km (36% or EUR 720 (USD 904) whichever is greater)<br>&nbsp;The current amendment has been effective since 2013. The legislation providing for VRT relief for electric vehicles, electric motorcycles, plug-in electric vehicles, and hybrid electric vehicles is contained in Section 135C of the Finance Act 1992 (as amendment). The reliefs were due to elapse on 31 December 2014 and were extended in the Finance Act 2014.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcmdKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f1ce557eda2800a1938586774476d0d66fa62738/f,English,CCLW,IRL,Ireland,2013-01-01 00:00:00+00:00,2013-01-01,Passed/Approved,2013-01-01,2023-11-30,2024-10-29,CCLW.legislative.1361.2524,CCLW.family.1361.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Transport,Energy Demand;Transport,Tax incentives|Economic,,,https://climate-laws.org/documents/finance-act-1992_fdff,https://climate-laws.org/document/finance-act-1992-as-amended-by-finance-act-no-1-of-2013_76cb,Main,Act,Legislative
act-no-117-of-2010-concerning-the-promotion-of-the-use-of-renewable-energy-for-transport-and-the-greenhouse-effect-reduction-of-energy-used-for-transport-purposes-biofuels-act_7b22,Act no. 117 of 2010 concerning the promotion of the use of renewable energy for transport and the greenhouse effect reduction of energy used for transport purposes (Biofuels Act),act-no-cxvii-of-2010-concerning-the-promotion-of-the-use-of-renewable-energy-for-transport-and-the-greenhouse-effect-reduction-of-energy-used-for-transport-purposes-biofuels-act_9797,Act no. CXVII of 2010 concerning the promotion of the use of renewable energy for transport and the greenhouse effect reduction of energy used for transport purposes (Biofuels Act),"<p>The purpose of this Act is to reduce the impact of climate change caused by transport-related emission activities. The Act stipulates that at least 10% of energy for transport must be produced from renewable sources by 2020. It sets the specific sustainability criteria and certification process necessary to fulfil the prescribed quota of biofuel. A 2013 amendment relaxed reporting obligations on fuel traders from monthly to annual. This Act is often referred to as the ?Biofuels Act? as it widely addresses the promotion of biofuel use to reduce GHGs. This Act transposes Directive 2003/30/EC on the promotion of the use of biofuels or other renewable fuels for transport and Directive 2009/38/EC into Hungarian law.</p>
",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdk1KIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--473ecfae1255f4b282ef6c60f2abb124f7241c7c/f,Hungarian,CCLW,HUN,Hungary,2011-04-15 00:00:00+00:00,2011-04-15,Passed/Approved,2011-04-15,2023-11-30,2024-10-29,CCLW.legislative.1293.2583,CCLW.family.1293.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy;Transport,Transport,"Standards, obligations and norms|Regulation;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/act-no-117-of-2010-concerning-the-promotion-of-the-use-of-renewable-energy-for-transport-and-the-greenhouse-effect-reduction-of-energy-used-for-transport-purposes-biofuels-act_7b22,https://climate-laws.org/document/act-no-cxvii-of-2010-concerning-the-promotion-of-the-use-of-renewable-energy-for-transport-and-the-greenhouse-effect-reduction-of-energy-used-for-transport-purposes-biofuels-act_9797,Main,Law,Legislative
law-3423-2005-on-introducing-biofuels-and-other-renewable-fuels-to-the-greek-market_a55c,Law 3423/2005 on Introducing Biofuels and other Renewable Fuels to the Greek Market,law-3423-2005-on-introducing-biofuels-and-other-renewable-fuels-to-the-greek-market_fe53,Law 3423/2005 on Introducing Biofuels and other Renewable Fuels to the Greek Market,"This law expands the scope of a previous law on regulation of the oil market regarding the production, trade and storage of fuels. The current law is part of the legal framework on biofuels. It regulates the supply of biofuels in the market and it introduces a national scheme (Biofuels Allocation Programme) that defines the quantities to be allocated to distributors every year. The Programme is in alignment with EU Directives, according to which Member States must adopt national targets which will ensure that a minimum proportion of biofuels and other renewable fuels will be supplied in the market of each Member State. The law also sets the rules so that market competition is guaranteed and biofuels enter the Greek market smoothly and successfully.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ1FLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--275bf0b69edc8adf4057091caac4aba893b3d8d0/f,Modern Greek (1453-),CCLW,GRC,Greece,2005-12-13 00:00:00+00:00,2005-12-13,Passed/Approved,2005-12-13,2023-11-30,2024-10-29,CCLW.legislative.1274.2600,CCLW.family.1274.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,,Energy Supply;Transport,"Capacity building|Governance;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/law-3423-2005-on-introducing-biofuels-and-other-renewable-fuels-to-the-greek-market_a55c,https://climate-laws.org/document/law-3423-2005-on-introducing-biofuels-and-other-renewable-fuels-to-the-greek-market_fe53,Main,Law,Legislative
law-3661-2008-on-measures-to-reduce-energy-consumption-in-buildings-and-other-provisions_739b,Law 3661/2008 on Measures to reduce energy consumption in buildings and other provisions,law-3661-2008-on-measures-to-reduce-energy-consumption-in-buildings-and-other-provisions_a7f5,Law 3661/2008 on Measures to reduce energy consumption in buildings and other provisions,"This law sets up the minimum requirements for energy efficiency in new and existing buildings, adopting a methodology for the calculation of energy consumption in buildings. It makes energy performance certificates compulsory in all new buildings. Also, for large buildings (exceeding 1,000 total sq. m) under renovation whether to be sold or rented, their energy efficiency is to be upgraded, when it is technically and economically feasible, to the minimum requirements of the energy efficiency regulation set by this law. The law also requires the licensing procedures for buildings to include a study on passive solar system heating/cooling/electricity production systems that uses renewable energy.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ1VLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1d8a49933e27d8a142219f944a3cc0fbbd5f45ed/f,Modern Greek (1453-),CCLW,GRC,Greece,2008-05-19 00:00:00+00:00,2008-05-19,Passed/Approved,2008-05-19,2023-11-30,2024-10-29,CCLW.legislative.1272.2601,CCLW.family.1272.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Buildings;Energy,Energy Demand,"Standards, obligations and norms|Regulation;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/law-3661-2008-on-measures-to-reduce-energy-consumption-in-buildings-and-other-provisions_739b,https://climate-laws.org/document/law-3661-2008-on-measures-to-reduce-energy-consumption-in-buildings-and-other-provisions_a7f5,Main,Law,Legislative
